gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABCC12	0.6411	0	9.176	0	0	0	6.245	0	2.932
ABCC2	0	0	4.014	0	0	0	0.531	0.423	3.06
ABCC3	2.5806	0	2.907	0	0	0	0	0	2.907
ABCC4	0.895	0.393	5.811	0	0.393	0	0	1.196	4.222
ABCC5	0.8077	1.173	11.257	0	0	1.173	0.909	4.732	4.442
ABCC6	2.4822	0	8.038	0	0	0	2.754	2.505	2.778
ABCC8	1.0569	0	2.494	0	0	0	1.332	0	1.162
ABCC9	0.7762	0.818	2.714	0	0	0.818	0	0.423	1.473
ABCD1	3.3897	6.429	47.366	0	0	6.429	1.651	10.645	28.64
ABCD2	0.5328	0	3.427	0	0	0	0.359	1.357	1.711
ABCD3	4.1415	0.704	13.934	0.282	0.423	0	5.863	2.254	5.112
ABCD4	3.5705	0.343	9.313	0	0	0.343	0.893	0	8.077
ABCE1	0.806	0	18.581	0	0	0	0.951	3.917	13.713
ABCF1	0.7342	0.581	10.192	0	0	0.581	3.075	0	6.536
ABCF2	0.9128	1.781	11.374	0.621	0	1.16	0.221	0	9.371
ABCF3	4.3388	1.606	31.041	0	0	1.606	2.512	3.887	23.036
ABCG1	1.183	0.519	1.559	0	0.519	0	1.04	0	0
ABCG2	1.3148	0	2.43	0	0	0	0.423	0	2.007
ABCG4	0.7907	0.82	8.627	0	0	0.82	0	0	7.807
ABCG5	1.0388	1.487	13.963	0	0.89	0.597	1.762	0	10.714
ABCG8	1.1247	0	11.311	0	0	0	3.78	3.555	3.976
ABHD10	0.6908	0	14.266	0	0	0	3.707	2.704	7.855
ABHD11	1.247	2.23	35.272	0	0	2.23	4.696	0	28.346
ABHD12	2.8922	0	0.893	0	0	0	0	0.152	0.741
ABHD12B	0.9571	0.442	4.233	0	0	0.442	1.664	0.205	1.924
ABHD13	1.1318	1.262	18.418	0	0	1.262	11.853	0	5.304
ABHD14A	6.3189	3.355	14.532	0	0	3.355	0.672	0	10.505
ABHD14B	6.3271	1.154	8.881	0	0	1.154	0.634	0	7.093
ABHD15	0.6294	0.848	9.082	0	0	0.848	1.471	0	6.763
ABHD16A	0.8212	1.659	13.889	0	0	1.659	3.005	0.464	8.762
ABHD16B	0.5666	1.942	11.315	1.358	0	0.583	1.252	0	8.122
ABHD17A	0.8444	3.791	12.653	0	0	3.791	0	0	8.861
ABHD17B	3.3773	10.543	127.862	0	0	10.543	14.98	15.978	86.36
ABHD17C	0.656	0.773	12.148	0	0	0.773	3.272	2.081	6.022
ABHD18	5.5617	0	14.097	0	0	0	0.845	0	13.252
ABHD2	2.823	1.43	29.227	0	0	1.43	1.065	10.507	16.226
ABHD3	1.1104	1.013	7.908	0	0	1.013	0.508	1.021	5.366
ABHD4	2.8603	2.803	43.442	0	0	2.803	1.952	3.222	35.466
ABHD5	0.5892	0	9.157	0	0	0	2.424	0	6.732
ABHD6	1.3702	0	12.708	0	0	0	1.073	2.478	9.156
ABHD8	0.7885	1.458	12.972	0	0	1.458	3.333	0	8.182
ABI1	5.7179	1.691	16.814	0	0.423	1.268	5.373	0.785	8.966
ABI2	0.8573	3.373	35.5	0	0	3.373	3.834	0	28.293
ABI3	2.279	0	3.901	0	0	0	0	0	3.901
ABL1	2.5036	2.575	76.888	0	0	2.575	2.463	0	71.85
ABL2	6.426	2.903	61.467	0	0	2.903	10.596	2.235	45.734
ABLIM1	0.2818	0	2.451	0	0	0	0.411	1.195	0.844
ABLIM2	1.4126	0	1.858	0	0	0	0.288	0	1.57
ABLIM3	1.6479	0	5.457	0	0	0	1.527	0.817	3.113
ABO	1.2079	0.929	2.96	0.929	0	0	0.282	0	1.749
ABR	0.9753	0.874	8.077	0	0	0.874	0	0	7.203
ABRA	0.8155	0.845	4.154	0	0	0.845	0	0.423	2.886
ABRACL	0.7489	0.774	10.191	0.774	0	0	4.742	0.598	4.077
ABT1	0	4.854	17.59	0	0	4.854	7.237	0	5.499
ABTB1	0.9385	0	7.406	0	0	0	1.397	0.842	5.167
ABTB2	0.6431	0	8.687	0	0	0	3.815	1.076	3.795
ACAA1	0.3842	0	2.412	0	0	0	0	0	2.412
ACAA2	0.7633	1.213	19.998	0	0	1.213	3.174	5.413	10.198
ACACA	1.963	3.147	74.493	0	0	3.147	1.939	2.831	66.575
ACACB	1.0362	2.482	11.558	0	0	2.482	2.42	0.528	6.129
ACAD10	0	1.522	19.243	0	0	1.522	0.445	0.599	16.676
ACAD11	0.9899	0.508	15.76	0	0	0.508	0	0	15.252
ACAD8	0.9124	0.534	15.071	0	0.534	0	5.068	3.441	6.028
ACAD9	0.5801	0	32.091	0	0	0	0.444	13.829	17.818
ACADL	0.7392	0	9.085	0	0	0	3.92	2.891	2.274
ACADM	1.4526	4.886	23.275	0.852	0.433	3.6	3.853	1.356	13.179
ACADS	1.1696	3.449	9.645	0	0.729	2.72	0	0	6.196
ACADSB	0.7992	4.116	29.365	0	3.795	0.321	11.905	1.17	12.174
ACADVL	0.8157	0	4.682	0	0	0	0.966	0	3.716
ACAP1	0.7583	0	3.35	0	0	0	0	0	3.35
ACAP2	0.9686	1.384	1.992	0.857	0.527	0	0	0	0.608
ACAP3	1.0564	0	0	0	0	0	0	0	0
ACAT1	0.7381	0	27.543	0	0	0	11.85	1.85	13.843
ACAT2	0.7682	1.111	19.885	0	0	1.111	1.969	0	16.804
ACBD3	0.7044	0.409	70.591	0	0	0.409	2.794	0	67.388
ACBD4	0.7796	4.311	27.003	0	0	4.311	0	0	22.693
ACBD5	9.3287	18.795	98.656	0	0.845	17.95	5.691	9.868	64.301
ACBD6	5.4218	0	41.325	0	0	0	5.156	3.147	33.022
ACBD7	2.0044	0	6.076	0	0	0	0.612	0	5.463
ACCS	1.356	0	4.611	0	0	0	0.64	0.985	2.986
ACCSL	1.0712	0.466	13.888	0	0	0.466	7.74	0	5.682
ACD	0.7913	0.699	2.516	0	0	0.699	0	0	1.816
ACE	0.7729	0	4.011	0	0	0	0	0.46	3.551
ACE2	0.9079	0	7.296	0	0	0	0.845	2.225	4.226
ACER1	0.7771	1.04	15.626	0.368	0	0.671	3.347	0.418	10.82
ACER2	0.7488	0.601	11.822	0	0	0.601	3.829	0	7.392
ACER3	0.8084	0.845	6.795	0.845	0	0	2.536	0	3.414
ACHE	1.6019	0.422	7.041	0	0	0.422	1.628	0	4.992
ACIN1	1.0226	0	7.123	0	0	0	0	0	7.123
ACKR1	2.812	0	2.444	0	0	0	0	0.282	2.162
ACKR2	0.7076	0	9.224	0	0	0	3.324	0.583	5.316
ACKR3	0.9584	0	4.466	0	0	0	1.847	0	2.619
ACKR4	0.692	0	2.339	0	0	0	0	0.764	1.575
ACLY	0.8231	2.591	31.953	0	0	2.591	5.164	12.644	11.554
ACMSD	1.0745	0	12.431	0	0	0	3.213	1.677	7.54
ACO1	0.6759	0.616	3.341	0.616	0	0	2.257	0	0.467
ACO2	2.5572	2.316	92.139	0	0	2.316	2.657	5.537	81.63
ACOD1	1.043	0	2.038	0	0	0	0	0.46	1.578
ACOT1	8.2524	1.62	6.397	0.423	0	1.197	1.944	0	2.833
ACOT11	0.7565	0.929	9.334	0	0	0.929	0.577	0	7.827
ACOT12	0.8816	0	8.94	0	0	0	1.593	3.449	3.898
ACOT13	0.9314	3.078	13.274	0	0	3.078	0	1.537	8.659
ACOT2	0.9116	1.454	15.331	0	0	1.454	5.715	0.946	7.216
ACOT4	0.7719	0	6.479	0	0	0	2.411	0	4.068
ACOT7	9.2672	0	53.121	0	0	0	11.646	2.985	38.489
ACOT8	0.8455	0.843	10.383	0	0	0.843	0	0	9.54
ACOT9	4.36845	0	31.9805	0	0	0	10.4475	0.4445	21.0885
ACOX1	0.6719	2.131	18.431	0	0	2.131	3.51	0	12.789
ACOX2	0.3757	0	8.365	0	0	0	0.699	0.912	6.755
ACOX3	0.7967	3.383	15.56	2.403	0	0.98	3.058	0	9.12
ACOXL	0.7912	1.268	10.222	0	0.845	0.423	4.51	2.699	1.745
ACP1	2.2863	0.48	4.473	0	0	0.48	0	0	3.993
ACP2	2.1184	2.386	34.651	0	0	2.386	6.827	0	25.438
ACP6	0.9664	0.692	7.07	0	0	0.692	0.94	0	5.438
ACP7	1.0981	0.542	16.116	0	0	0.542	0.865	1.902	12.808
ACPP	0.897	0.368	9.761	0	0	0.368	0.386	4.955	4.051
ACR	1.1307	0	4.348	0	0	0	0.626	0	3.722
ACRBP	0.8372	0.357	15.573	0	0	0.357	1.247	0	13.969
ACRV1	0.8091	0	5.508	0	0	0	0.423	0	5.085
ACSBG1	1.6045	0.468	8.691	0	0	0.468	3.295	0	4.927
ACSBG2	1.5585	0	8.364	0	0	0	5.992	0	2.372
ACSF2	0.8322	0.897	13.258	0	0	0.897	3.735	2.478	6.148
ACSF3	0.6786	0.717	7.629	0.717	0	0	1.095	1.031	4.786
ACSL1	3.6564	0.469	10.766	0	0	0.469	3.263	0	7.034
ACSL3	0.8042	0.586	34.714	0	0	0.586	14.396	0	19.732
ACSL4	2.1475	0	1.937	0	0	0	0	1.176	0.76
ACSL5	1.194	3.113	39.299	0	0	3.113	0	10.825	25.36
ACSL6	2.7102	0.744	36.302	0	0.744	0	6.727	12.094	16.737
ACSM1	8.4296	0	6.498	0	0	0	3.184	1.093	2.221
ACSM2A	2.4032	0	20.572	0	0	0	9.175	6.438	4.959
ACSM3	0.5405	1.806	8.043	0.427	0	1.379	1.098	5.139	0
ACSM4	0.6634	0	4.442	0	0	0	0.519	1.014	2.909
ACSM5	1.2832	0.552	2.94	0	0	0.552	0	0.527	1.86
ACSS1	4.7736	0	11.082	0	0	0	1.609	2.433	7.04
ACSS2	0.7255	0	10.745	0	0	0	0	4.491	6.254
ACSS3	5.4101	0	5.273	0	0	0	0.857	3.055	1.361
ACTA1	0.6446	0	3.519	0	0	0	1.647	0	1.872
ACTA2	0.7581	0	8.292	0	0	0	1.147	0	7.146
ACTB	1.09	1.141	15.543	0	0	1.141	0.591	2.783	11.029
ACTBL2	0.7688	0.845	1.425	0	0.845	0	0	0.58	0
ACTC1	4.9671	0	2.014	0	0	0	0	0	2.014
ACTG1	0.7866	0.904	9.323	0	0	0.904	0	0	8.419
ACTG2	1.0745	0	17.251	0	0	0	4.382	0.648	12.222
ACTL10	0.7233	0.527	6.955	0	0	0.527	0.487	0.856	5.085
ACTL6A	0.8122	0	34.668	0	0	0	21.075	0	13.593
ACTL6B	0.5056	1.517	21.311	0	0	1.517	0.649	2.882	16.263
ACTL7A	0.8183	0	4.099	0	0	0	2.478	0.716	0.905
ACTL7B	1.5216	1.268	6.464	0	1.268	0	0.619	1.737	2.84
ACTL9	1.7549	0	7.559	0	0	0	0	4.053	3.506
ACTN1	0.716	0	7.338	0	0	0	0.464	1.714	5.16
ACTN2	0.7717	1.057	11.642	0.495	0	0.562	0.784	0	9.801
ACTN4	0.7042	0	2.54	0	0	0	0	0	2.54
ACTR10	1.1601	0	33.041	0	0	0	1.051	1.866	30.124
ACTR1A	6.774	0	6.376	0	0	0	0	0.983	5.393
ACTR1B	3.5933	0.353	5.602	0	0	0.353	1.521	0.717	3.011
ACTR2	1.4964	0.292	26.125	0	0	0.292	13.483	2.626	9.725
ACTR3	0.7618	0.564	15.757	0	0	0.564	0.401	5.079	9.714
ACTR3B	0.2818	0	7.323	0	0	0	4.283	0.75	2.289
ACTR5	0.6126	1.158	32.75	0	0	1.158	1.211	8.32	22.061
ACTR6	0.5672	0.423	13.617	0	0	0.423	4.279	0	8.916
ACTR8	0.8617	5.755	28.62	0	0	5.755	2.839	0	20.025
ACTRT1	0.7541	0	1.268	0	0	0	0	0.845	0.423
ACTRT2	4.895	0	0.823	0	0	0	0.4	0	0.422
ACTRT3	0.644	0	11.039	0	0	0	0.56	0	10.479
ACVR1	6.4556	0	4.931	0	0	0	1.609	0.527	2.795
ACVR1B	0.6724	0	9.867	0	0	0	2.111	2.204	5.552
ACVR1C	1.1193	0.845	2.489	0	0.845	0	0.527	0	1.116
ACVR2A	0.7323	0	8.388	0	0	0	0	4.242	4.146
ACVR2B	0.9956	1.642	9.458	0	0	1.642	1.397	0	6.42
ACVRL1	0.7472	0	5.927	0	0	0	1.717	0.354	3.855
ACY1	4.3603	1.23	24.357	0	0	1.23	0	0.961	22.167
ACY3	0.7753	0	3.643	0	0	0	1.056	0.814	1.772
ACYP1	0.7329	1.027	10.416	0	0	1.027	4.256	0.765	4.367
ACYP2	0.6999	0.845	10.32	0	0	0.845	2.87	6.605	0
ADA	0.7031	0	16.224	0	0	0	2.629	0.78	12.815
ADAD1	0.8696	0	5.207	0	0	0	3.798	1.409	0
ADAD2	1.5812	0.958	6.628	0	0	0.958	3.43	0	2.241
ADAL	1.9736	2.808	19.873	0	0	2.808	6.151	0	10.915
ADAM10	0.674	2.555	96.567	0	0	2.555	7.87	0	86.142
ADAM11	3.1544	0.691	3.876	0	0	0.691	0	0	3.185
ADAM12	0.6885	0	0.941	0	0	0	0	0	0.941
ADAM15	0.7436	0	6.027	0	0	0	0	1.458	4.569
ADAM17	0.8451	2.198	16.563	0	0	2.198	0.948	0	13.417
ADAM18	0.8172	1.197	4.517	0	1.197	0	0.791	1.209	1.32
ADAM19	0.4022	4.785	16.939	0	0	4.785	1.554	1.09	9.51
ADAM2	0.6411	0.95	7.016	0.95	0	0	1.312	0.423	4.332
ADAM20	0.712	0.094	1.10366666666667	0	0.094	0	0.596333333333333	0.413333333333333	0
ADAM21	0.9262	0.845	2.966	0	0	0.845	0.564	0	1.557
ADAM22	1.538	0	4.109	0	0	0	1.127	1.481	1.501
ADAM23	0.763	0	3.473	0	0	0	2.833	0.158	0.483
ADAM28	1.0375	0	35.894	0	0	0	28.688	0	7.206
ADAM29	0.5862	0	3.325	0	0	0	0.423	2.902	0
ADAM30	2.0272	0	5.273	0	0	0	2.041	1.708	1.524
ADAM32	2.4662	0	5.618	0	0	0	2.599	2.466	0.553
ADAM33	0.6398	0	9.096	0	0	0	5.056	0	4.04
ADAM7	0.7957	0	2.643	0	0	0	0	1.03	1.613
ADAM8	0.6343	1.119	5.261	0	0	1.119	0	0	4.141
ADAM9	0.7283	0	5.042	0	0	0	0	3.347	1.696
ADAMDEC1	0.8526	0	6.262	0	0	0	2.834	1.127	2.302
ADAMTS1	0.8305	0	2.525	0	0	0	0.896	0.852	0.777
ADAMTS10	2.4848	0	15.308	0	0	0	3.409	1.84	10.059
ADAMTS12	0.8642	0.368	5.006	0	0	0.368	3.484	0.423	0.73
ADAMTS13	0.9341	0.717	14.036	0.217	0	0.5	5.863	1.026	6.431
ADAMTS14	0.7594	0.997	11.202	0.423	0	0.575	0.917	3.649	5.639
ADAMTS15	6.8174	0	3.183	0	0	0	1.472	0	1.712
ADAMTS16	0.8529	0	1.393	0	0	0	1.393	0	0
ADAMTS17	0.6828	0	3.618	0	0	0	0.823	1.626	1.169
ADAMTS18	0.6289	0	7.509	0	0	0	1.302	0	6.206
ADAMTS19	0.6691	0	5.675	0	0	0	1.127	1.895	2.653
ADAMTS2	0.744	0	1.665	0	0	0	0.327	0	1.338
ADAMTS20	0.7274	0	14.859	0	0	0	2.323	2.341	10.194
ADAMTS3	0.6042	0	4.25	0	0	0	1.53	0	2.72
ADAMTS4	0.3381	0	19.166	0	0	0	3.731	5.939	9.496
ADAMTS5	1.2293	0.564	3.737	0	0.564	0	0.686	0.905	1.582
ADAMTS6	0.7879	0	3.48	0	0	0	1.328	0	2.151
ADAMTS7	0.7015	0	7.246	0	0	0	2.769	0.495	3.982
ADAMTS8	6.7536	0	4.32	0	0	0	0	0	4.32
ADAMTS9	0.8767	0	8.386	0	0	0	3.152	2.852	2.381
ADAMTSL1	9.8173	0	3.686	0	0	0	2.418	0	1.268
ADAMTSL2	0.7624	0	0.818	0	0	0	0.581	0	0.237
ADAMTSL3	0.5977	0	4.965	0	0	0	4.48	0	0.485
ADAMTSL4	1.6237	0.347	29.753	0	0	0.347	6.95	0	22.455
ADAMTSL5	4.3543	0.342	7.592	0	0	0.342	0.867	0.789	5.595
ADAP1	0.6385	1.682	4.721	0	0	1.682	0	0.307	2.732
ADAP2	0.596	0.402	5.079	0	0	0.402	0.33	0	4.346
ADAR	0.6945	1.244	89.184	0	1.244	0	13.64	3.955	70.345
ADARB1	5.5336	1.808	3.186	0	0	1.808	0.665	0	0.712
ADARB2	3.2045	0	1.16	0	0	0	0	0.423	0.737
ADAT1	0.6568	2.42	18.499	0	0	2.42	4.479	0.995	10.605
ADAT2	5.945	3.505	26.589	0	0	3.505	2.205	4.908	15.97
ADAT3	0.576	3.366	35.577	0	0	3.366	7.297	0	24.915
ADCK1	1.2266	5.353	29.583	2.818	2.536	0	7.41	0.845	15.974
ADCK2	0.7294	0.303	10.35	0.303	0	0	2.575	0	7.472
ADCK5	0.6092	3.423	17.198	0	0	3.423	1.616	0	12.158
ADCY1	0.7614	0	3.149	0	0	0	1.16	0	1.989
ADCY10	0.9591	0	17.138	0	0	0	2.071	0	15.067
ADCY2	1.8467	0	0.764	0	0	0	0	0.514	0.25
ADCY3	0.5947	0	8.222	0	0	0	1.697	0	6.524
ADCY4	0.7409	0	0	0	0	0	0	0	0
ADCY5	0.7322	0	1.959	0	0	0	0	0.367	1.592
ADCY6	0.8536	0.45	2.443	0	0	0.45	0.221	0	1.772
ADCY7	0.8072	0.276	27.762	0	0	0.276	3.062	5.518	18.905
ADCY8	0.6392	0	2.517	0	0	0	2.517	0	0
ADCY9	0.8718	1.295	6.583	0	0	1.295	0.381	0	4.907
ADCYAP1	0.6064	0	0.86	0	0	0	0	0.86	0
ADCYAP1R1	0.4841	0	1.487	0	0	0	0.7	0	0.787
ADD1	7.0405	5.175	53.293	0.529	0	4.646	16.565	0.615	30.937
ADD2	1.9609	0	10.401	0	0	0	4.757	1.363	4.28
ADD3	0.6377	0	24.688	0	0	0	5.573	0.448	18.667
ADGB	0.744	0	8.399	0	0	0	2.622	1.728	4.049
ADGRA1	2.1715	0	0.673	0	0	0	0	0	0.673
ADGRA2	0.9981	0.353	8.532	0	0	0.353	1.62	1.794	4.766
ADGRA3	3.1692	1.248	5.94	0	0	1.248	2.966	0.393	1.333
ADGRB1	1.698	0	0	0	0	0	0	0	0
ADGRB2	0.6769	0	7.274	0	0	0	0	2.909	4.365
ADGRB3	1.1832	0.555	2.399	0	0.555	0	1.361	0	0.484
ADGRD1	0.2818	0	5.994	0	0	0	1.231	2.525	2.238
ADGRE1	1.4487	3.804	31.131	0	2.113	1.69	13.142	5.763	8.422
ADGRE5	2.0124	0	1.572	0	0	0	0	0.388	1.185
ADGRF1	0.7153	0	7.569	0	0	0	0	0	7.569
ADGRF2	0.7279	0	5.331	0	0	0	1.691	0	3.641
ADGRF3	0.6619	0.492	11.409	0	0	0.492	0	3.103	7.814
ADGRF4	1.2071	0.845	5.089	0	0.845	0	1.398	0.527	2.318
ADGRF5	0.8135	0	3.141	0	0	0	0	0.785	2.356
ADGRG1	5.327	0.498	14.677	0	0	0.498	0.792	0.372	13.016
ADGRG2	0.6593	0	5.071	0	0	0	0.423	1.268	3.381
ADGRG3	1.0749	0	3.373	0	0	0	0	0	3.373
ADGRG5	0.7676	0	8.29	0	0	0	0.476	3.205	4.609
ADGRG6	1.5199	0	7.922	0	0	0	2.174	1.099	4.649
ADGRG7	0.5306	2.703	6.375	0.393	1.887	0.423	1.342	0.996	1.334
ADGRL1	0.7831	0	1.879	0	0	0	0	0.185	1.694
ADGRL2	0.7394	0.678	2.717	0	0.678	0	0.465	0.261	1.313
ADGRL3	0	0.423	2.817	0	0.423	0	1.268	0	1.127
ADGRL4	0.5715	0.678	6.669	0	0.678	0	0	2.646	3.345
ADGRV1	0.6874	0	5.266	0	0	0	2.62	1.275	1.371
ADH1C	0.7617	0	6.847	0	0	0	1.551	4.077	1.219
ADH4	0.7765	0	7.172	0	0	0	1.422	1.051	4.699
ADH5	0.7872	2.938	62.494	1.268	0	1.67	11.618	14.261	33.678
ADH7	0.5888	0	7.439	0	0	0	2.013	2.138	3.288
ADHFE1	0.8079	1.311	27.158	0	0	1.311	0	0	25.847
ADI1	0.8384	5.029	30.2	0	0	5.029	6.257	3.414	15.499
ADIPOQ	0.7653	1.45	7.925	0	0	1.45	0.956	1.675	3.844
ADIPOR1	1.1345	0	43.536	0	0	0	0	0	43.536
ADIPOR2	0.787	0.476	1.795	0	0	0.476	0	0.364	0.954
ADK	0.6722	1.175	88.409	0	0	1.175	3.044	0	84.189
ADM	2.2999	0	2.204	0	0	0	0	0.403	1.801
ADM2	0.7501	0.921	8.122	0	0	0.921	0.634	1.216	5.351
ADNP	1.1612	0	23.984	0	0	0	1.962	3.747	18.275
ADNP2	0.827	0.417	13.37	0	0.417	0	5.598	2.663	4.692
ADO	4.372	0	9.07	0	0	0	3.349	0	5.721
ADORA1	0.9721	0	1.218	0	0	0	0.6	0	0.618
ADORA2A	2.7318	0	5.287	0	0	0	0	0	5.287
ADORA2B	0.6535	0.925	2.615	0	0	0.925	0	0	1.69
ADORA3	0.6983	0.459	8.01	0.459	0	0	1.547	0	6.004
ADPGK	0.7024	0	34.722	0	0	0	22.371	0	12.351
ADPRH	2.4581	0.82	21.067	0.82	0	0	9.864	0	10.383
ADPRHL1	5.3012	1.377	6.424	0.709	0	0.669	0.498	0.815	3.734
ADPRHL2	0.7111	1.48	9.619	0	0	1.48	0.486	0	7.652
ADPRM	1.0173	0	10.822	0	0	0	4.312	0.981	5.529
ADRA1A	0.9286	0.829	2.268	0	0.829	0	0	0.915	0.524
ADRA1B	0.4848	0	9.196	0	0	0	1.195	2.018	5.982
ADRA1D	0.8236	0	1.002	0	0	0	0.672	0	0.33
ADRA2A	1.0222	0	2.02	0	0	0	0.975	0.397	0.648
ADRA2B	0.9613	0	4.669	0	0	0	0.423	0.726	3.52
ADRA2C	0.8677	0	1.262	0	0	0	0.78	0	0.482
ADRB1	0.6645	0	2.838	0	0	0	1.425	0	1.413
ADRB2	0.6828	0.566	1.449	0	0	0.566	0	0	0.883
ADRB3	1.0074	0	4.193	0	0	0	1.263	2.081	0.849
ADRM1	2.8406	0	7.442	0	0	0	0	2.248	5.194
ADSL	0.6556	10.339	96.903	0	0	10.339	0.613	10.652	75.3
ADSS	0.7564	3.088	12.807	1.214	0	1.875	2.551	0	7.168
ADSSL1	0.7723	0.379	2.275	0.379	0	0	0	0	1.896
ADTRP	0.9923	0	5.056	0	0	0	3.148	0.992	0.916
AEBP1	0.5608	0.701	3.61	0	0	0.701	0.604	0.31	1.996
AEBP2	0.677	0	581.865	0	0	0	122.694	31.146	428.025
AEN	2.4623	4.018	16.563	3.671	0	0.348	7.076	0.453	5.015
AES	1.7398	0.661	24.302	0	0	0.661	0.248	0	23.393
AFAP1	1.8015	0	7.508	0	0	0	0.907	0	6.601
AFAP1L1	2.1096	2.234	44.682	0	0	2.234	1.934	2.735	37.779
AFAP1L2	0.5516	0	2.379	0	0	0	0.773	1.118	0.487
AFF1	0	17.081	274.484	0	0	17.081	35.505	0	221.898
AFF3	0.8963	0	0.607	0	0	0	0	0	0.607
AFF4	0.8491	8.44	73.427	0	0	8.44	1.167	0	63.82
AFG3L2	0.66	1.532	12.341	0	0	1.532	0	0	10.809
AFM	0.8559	0	8.437	0	0	0	3.457	2.385	2.595
AFMID	8.9265	0	51.205	0	0	0	0	0	51.205
AFP	0.6556	1.235	5.68	0	0.812	0.423	0	0.491	3.954
AFTPH	1.9251	0	12.038	0	0	0	1.511	3.372	7.155
AGA	3.3627	0	5.87	0	0	0	0.423	0.43	5.017
AGAP1	2.5465	0	5.615	0	0	0	0.593	3.414	1.608
AGAP2	6.2157	0	18.759	0	0	0	6.817	0	11.943
AGAP3	1.3304	0	11.229	0	0	0	4.451	3.504	3.273
AGBL1	0.8062	0	9.3	0	0	0	3.987	2.082	3.232
AGBL2	0.7463	2.586	20.35	0	0	2.586	1.582	0.735	15.446
AGBL3	0.6409	4.211	8.238	1.866	0.845	1.5	0.423	1.69	1.914
AGBL4	0.865	0.423	7.629	0	0.423	0	1.127	5.657	0.423
AGBL5	0.5053	0	19.051	0	0	0	0	5.63	13.421
