gene	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
ABCB9	0.564	13.3	0	0	0.564	3.071	2.39	7.274
ABCC1	0.676	13.021	0	0	0.676	0	1.849	10.496
ABCC10	0	3.993	0	0	0	0	0	3.993
ABCC12	0	17.043	0	0	0	11.457	0	5.586
ABCC2	1.427	30.87	0	0	1.427	2.062	6.576	20.805
ABCC3	0	6.971	0	0	0	0	0	6.971
ABCC4	0.321	2.992	0	0.321	0	0	0.803	1.868
ABCC5	0.338	7.959	0	0	0.338	0.926	4.081	2.614
ABCC6	0	12.285	0	0	0	5.199	1.95	5.136
ABCC8	0	2.794	0	0	0	1.954	0	0.84
ABCC9	0.798	8.931	0	0	0.798	0	3.092	5.041
ABCD1	0.405	8.493	0	0	0.405	0.294	2.069	5.726
ABCD2	0.418	8.916	0	0	0.418	4.175	1.592	2.731
ABCD3	0.878	10.586	0.878	0	0	4.155	2.924	2.63
ABCD4	1.461	11.053	0	0	1.461	0.959	0	8.632
ABCE1	0.35	8.829	0	0	0.35	0.227	2.237	6.016
ABCF1	1.323	8.987	0	0	1.323	3.349	0	4.315
ABCF2	1.826	13.824	0.775	0.263	0.788	0.309	0.248	11.441
ABCF3	1.201	26.568	0	0	1.201	1.547	4.193	19.627
ABCG1	0	2.401	0	0	0	2.401	0	0
ABCG2	0	5.66	0	0	0	1.257	0.593	3.81
ABCG4	0.992	14.047	0	0	0.992	0	0	13.055
ABCG5	0.128	10.413	0	0	0.128	1.677	0	8.609
ABCG8	0	17.581	0	0	0	5.214	3.091	9.277
ABHD10	0	9.708	0	0	0	2.312	0.927	6.469
ABHD11	0	57.219	0	0	0	2.158	0	55.061
ABHD12	0	2.987	0	0	0	0	1.454	1.533
ABHD12B	1.596	9.019	0	0	1.596	2.26	0.762	4.402
ABHD13	0.371	3.423	0	0	0.371	1.977	0.547	0.528
ABHD14A	0	5.951	0	0	0	0.642	0	5.309
ABHD14B	0	5.627	0	0	0	0.887	0	4.74
ABHD15	1.459	16.865	0	0	1.459	2.123	0	13.282
ABHD16A	2.034	15.226	0	0	2.034	3.988	0.384	8.82
ABHD16B	0.535	17.14	0	0	0.535	3.62	0	12.986
ABHD17A	1.06	5.935	0	0	1.06	0	0	4.876
ABHD17B	0.678	12.938	0	0	0.678	1.399	1.267	9.594
ABHD17C	0.6	16.209	0	0	0.6	5.691	1.917	8.001
ABHD18	0	12.689	0	0	0	0.923	0	11.766
ABHD2	0.337	13.849	0	0	0.337	1.394	1.888	10.23
ABHD3	0.862	8.908	0	0	0.862	0.644	0.564	6.837
ABHD4	0.654	29.736	0	0	0.654	3.893	4.237	20.951
ABHD5	0.64	9.457	0	0	0.64	1.671	0	7.145
ABHD6	1.169	22.555	0	0	1.169	3.171	5.697	12.518
ABHD8	1.224	18.657	0	0	1.224	5.672	0	11.761
ABI1	2.169	12.288	0	1.642	0.527	2.609	1.97	5.539
ABI2	0.657	13.63	0	0	0.657	4.682	0	8.291
ABI3	0	8.07	0	0	0	0	0	8.07
ABL1	1.222	43.166	0	0	1.222	1.701	0	40.243
ABL2	2.02	24.661	0	0	2.02	0.37	3.559	18.712
ABLIM1	0	16.4	0	0	0	2.913	5.942	7.546
ABLIM2	0	12.659	0	0	0	2.018	2.575	8.065
ABLIM3	1.378	21.358	1.378	0	0	3.197	3.029	13.754
ABO	2.794	8.249	2.794	0	0	1.136	0	4.319
ABR	0.211	2.46	0	0	0.211	0	0	2.249
ABRA	0.766	4.09	0	0	0.766	0	1.034	2.29
ABRACL	0.426	16.62	0.426	0	0	6.439	1.61	8.145
ABT1	2.394	15.671	0	1.337	1.057	5.754	1.648	5.876
ABTB1	0	7.87	0	0	0	1.822	0.255	5.793
ABTB2	0	9.077	0	0	0	4.778	0.493	3.806
ACAA1	0	1.147	0	0	0	0	0	1.147
ACAA2	0.397	21.471	0	0	0.397	4.524	5.428	11.122
ACACA	1.551	16.112	0	0	1.551	0.892	1.409	12.259
ACACB	5.15	19.527	0	0	5.15	2.702	0.918	10.757
ACAD10	3.556	69.264	0	0	3.556	7.123	0	58.585
ACAD11	0.209	10.94	0	0	0.209	1.539	1.012	8.18
ACAD8	0	12.635	0	0	0	4.38	4.969	3.286
ACAD9	0	5.777	0	0	0	1.898	1.835	2.044
ACADL	0.248	10.123	0	0	0.248	3.05	3.556	3.268
ACADM	12.812	66.687	2.593	1.611	8.608	12.024	6.334	35.517
ACADS	1.764	8.478	0	0.487	1.277	1.041	0.648	5.025
ACADSB	0.849	9.207	0	0.479	0.37	3.775	0.341	4.242
ACADVL	0	1.126	0	0	0	0	0	1.126
ACAP1	0	2.076	0	0	0	0	0	2.076
ACAP2	1.409	1.761	1.139	0.27	0	0	0	0.352
ACAP3	0	0	0	0	0	0	0	0
ACAT1	0.342	23.263	0.342	0	0	4.432	4.003	14.486
ACAT2	0.6785	13.7035	0	0	0.6785	1.331	0	11.694
ACBD3	0.274	12.028	0	0	0.274	2.867	0	8.886
ACBD4	0.338	5.339	0	0	0.338	0	0	5.002
ACBD5	6.893	60.102	0	0.611	6.282	10.003	8.48	34.725
ACBD6	0	19.124	0	0	0	9.226	1.419	8.479
ACBD7	0.623	9.673	0	0	0.623	0.384	0	8.666
ACCS	0	8.584	0	0	0	1.21	3.476	3.898
ACCSL	0.885	17.018	0	0	0.885	8.954	0	7.179
ACD	0	1.084	0	0	0	0	0	1.084
ACE	0	6.734	0	0	0	0	2.044	4.69
ACE2	0	22.519	0	0	0	2.002	9.029	11.487
ACER1	1.453	23.913	0.522	0	0.931	5.795	0.708	15.958
ACER2	0	16.31	0	0	0	4.221	0	12.089
ACER3	2.67	16.52	1.272	0	1.397	2.591	0	11.259
ACHE	0	4.455	0	0	0	0.913	0	3.541
ACIN1	0	2.523	0	0	0	0	0	2.523
ACKR1	0	2.438	0	0	0	0	0.575	1.863
ACKR2	0	6.73	0	0	0	1.819	0.645	4.266
ACKR3	0	6.089	0	0	0	4.788	0	1.301
ACKR4	0.316	4.037	0	0	0.316	0	0.551	3.17
ACLY	2.399	15.792	0	0	2.399	3.816	1.268	8.309
ACMSD	0	17.596	0	0	0	3.463	1.992	12.141
ACO1	0.29	2.134	0.29	0	0	1.585	0	0.258
ACO2	0	15.505	0	0	0	0.39	1.676	13.439
ACOD1	0	7.251	0	0	0	0	5.145	2.106
ACOT1	2.437	10.967	0.563	0	1.874	4.274	0	4.255
ACOT11	0.276	10.703	0	0	0.276	0	0	10.427
ACOT12	0	7.849	0	0	0	1.309	4.513	2.027
ACOT13	1.995	11.732	0	0	1.995	0.507	0.237	8.993
ACOT2	1.898	20.053	0	0	1.898	7.756	2.6	7.799
ACOT4	1.823	13.346	0	0.563	1.259	3.317	0	8.206
ACOT7	0.704	53.408	0.704	0	0	19.803	1.864	31.037
ACOT8	0.369	6.306	0	0	0.369	0	0	5.937
ACOT9	0	24.4985	0	0	0	9.6335	5.938	8.927
ACOX1	1.239	13.699	0	0	1.239	5.036	0.925	6.499
ACOX2	0	12.557	0	0	0	1.565	2.026	8.966
ACOX3	0.411	7.196	0.411	0	0	1.419	0	5.366
ACOXL	0.614	17.54	0	0	0.614	6.221	7.226	3.478
ACP1	1.7	6.054	0	0.679	1.021	0	0	4.354
ACP2	3.842	28.885	0	0	3.842	5.519	0	19.525
ACP6	1.003	6.224	0	0	1.003	1.537	0	3.684
ACP7	0	26.088	0	0	0	0.651	3.56	21.877
ACPP	3.168	21.13	0	2.016	1.152	3.68	4.559	9.723
ACR	0	8.424	0	0	0	0.745	0	7.679
ACRBP	0.45	9.042	0	0	0.45	0.746	0	7.846
ACRV1	0	10.383	0	0	0	0.517	1.519	8.348
ACSBG1	0.966	18.844	0	0	0.966	7.543	0	10.335
ACSBG2	0.812	21.74	0	0	0.812	12.954	0	7.974
ACSF2	1.355	23.447	0	0	1.355	4.763	1.756	15.573
ACSF3	0.406	4.502	0.406	0	0	0.853	0.452	2.791
ACSL1	1.943	21.349	0	1.285	0.658	6.283	0	13.124
ACSL3	0.388	14.873	0	0	0.388	4.159	0	10.325
ACSL4	0.617	7.675	0	0	0.617	0.36	3.356	3.343
ACSL5	0	3.503	0	0	0	0	0.925	2.578
ACSL6	0.989	23.46	0	0.989	0	9.834	4.66	7.978
ACSM1	0	31.726	0	0	0	8.456	4.751	18.519
ACSM2A	0	59.26	0	0	0	27.054	20.053	12.153
ACSM3	1.271	12.394	0	0	1.271	0.813	7.883	2.427
ACSM4	0	13.269	0	0	0	0.498	4.177	8.594
ACSM5	0	7.343	0	0	0	1.804	1.336	4.204
ACSS1	1.124	16.591	0	1.124	0	2.921	3.255	9.291
ACSS2	0	3.959	0	0	0	0	1.74	2.219
ACSS3	0	14.192	0	0	0	3.569	6.097	4.527
ACTA1	2.555	8.725	0.697	0	1.859	2.342	0	3.828
ACTA2	0	2.251	0	0	0	0.108	0	2.143
ACTB	0.747	10.079	0	0	0.747	2.356	0.746	6.23
ACTBL2	0.463	2.673	0	0.463	0	0	0.463	1.747
ACTC1	0	9.562	0	0	0	1.459	0	8.103
ACTG1	1.875	7.865	0	0	1.875	0	0	5.991
ACTG2	0	24.445	0	0	0	1.992	1.551	20.902
ACTL10	0.567	5.838	0	0	0.567	1.832	1.575	1.863
ACTL6A	0.329	6.406	0	0	0.329	2.898	0	3.178
ACTL6B	0.974	19.086	0	0	0.974	1.803	2.927	13.383
ACTL7A	0	5.926	0	0	0	2.821	1.8	1.305
ACTL7B	0.612	6.186	0	0.612	0	0.686	2.902	1.985
ACTL9	0.572	11.508	0	0.572	0	0	4.347	6.589
ACTN1	0	9.196	0	0	0	0.75	1.141	7.306
ACTN2	1.497	10.992	0.548	0	0.949	0.556	0	8.938
ACTN4	0	0.927	0	0	0	0	0	0.927
ACTR10	4.775	30.954	4.249	0	0.526	3.43	6.902	15.848
ACTR1A	0	13.968	0	0	0	0	1.297	12.671
ACTR1B	0.278	14.25	0	0	0.278	2.609	3.082	8.28
ACTR2	0.325	16.285	0	0	0.325	5.526	0.277	10.156
ACTR3	0.729	13.279	0	0	0.729	0.396	2.971	9.183
ACTR3B	1.433	26.741	0	0	1.433	9.234	7.71	8.364
ACTR5	0.236	7.389	0	0	0.236	1.069	1.857	4.227
ACTR6	1.739	31.987	0	0	1.739	14.945	1.509	13.793
ACTR8	1.717	9.569	0	0	1.717	2.13	0	5.722
ACTRT1	0	4.687	0	0	0	0.403	3.904	0.38
ACTRT2	0	6.516	0	0	0	4.38	0	2.136
ACTRT3	0	6.781	0	0	0	0.598	0	6.183
ACVR1	0	24.893	0	0	0	5.152	2.96	16.781
ACVR1B	0	29.436	0	0	0	7.96	5.153	16.323
ACVR1C	0	4.928	0	0	0	1.317	0.766	2.844
ACVR2A	0	4.854	0	0	0	0	3.216	1.638
ACVR2B	1.259	13.392	0	0	1.259	4.802	0	7.332
ACVRL1	0	10.467	0	0	0	3.048	0.537	6.882
ACY1	0.261	6.657	0	0	0.261	0	0.236	6.159
ACY3	0.969	7.071	0	0	0.969	1.864	2.115	2.124
ACYP1	0.473	9.293	0	0	0.473	3.027	1.675	4.118
ACYP2	2.055	14.711	1.506	0	0.549	6.397	5.658	0.601
ADA	0	6.697	0	0	0	2.191	0.292	4.215
ADAD1	0	13.853	0	0	0	4.878	5.527	3.448
ADAD2	2.111	12.688	0	0	2.111	6.009	0	4.569
ADAL	0	12.07	0	0	0	3.309	0	8.762
ADAM10	0.274	14.542	0	0	0.274	1.187	0.505	12.576
ADAM11	1.869	7.195	0	0	1.869	0	0	5.326
ADAM12	0	1.742	0	0	0	0	0	1.742
ADAM15	0.422	4.777	0	0	0.422	0	0.626	3.729
ADAM17	1.369	5.91	0	0	1.369	0.574	0	3.968
ADAM18	1.068	9.547	0	1.068	0	4.789	0.356	3.334
ADAM19	3.89	53.562	0	0	3.89	6.958	7.105	35.609
ADAM2	4.105	19.313	1.291	0.767	2.046	2.055	0.722	12.432
ADAM20	1.11633333333333	4.63166666666667	0	1.11633333333333	0	1.235	2.28	0
ADAM21	1.309	4.887	0	0	1.309	2.912	0	0.666
ADAM22	0	2.978	0	0	0	0	2.285	0.693
ADAM23	0	6.795	0	0	0	3.13	0.59	3.076
ADAM28	1.104	27.136	0	0	1.104	21.214	0	4.818
ADAM29	0	21.729	0	0	0	2.486	10.953	8.289
ADAM30	2.176	25.155	2.176	0	0	10.811	8.221	3.947
ADAM32	0	17.166	0	0	0	11.252	4.644	1.27
ADAM33	0.566	36.344	0	0	0.566	19.209	0	16.569
ADAM7	0	8.343	0	0	0	0	3.472	4.87
ADAM8	0.484	7.098	0	0	0.484	0	0	6.614
ADAM9	0.663	11.534	0	0	0.663	0	8.123	2.748
ADAMDEC1	0.295	12.845	0	0	0.295	6.547	1.498	4.504
ADAMTS1	0	9.156	0	0	0	2.496	1.493	5.167
ADAMTS10	0	23.654	0	0	0	3.425	5.818	14.411
ADAMTS12	0.691	6.638	0	0	0.691	3.937	0.441	1.569
ADAMTS13	1.414	22.555	0.764	0	0.65	9.614	3.659	7.867
ADAMTS14	0.486	6.326	0.486	0	0	0.258	2.791	2.792
ADAMTS15	0	8.274	0	0	0	3.341	2.424	2.509
ADAMTS16	0	4.915	0	0	0	2.481	0.637	1.797
ADAMTS17	0	4.895	0	0	0	0.918	2.199	1.779
ADAMTS18	0	18.402	0	0	0	2.954	0	15.448
ADAMTS19	0.918	11.254	0	0.918	0	2.898	6.454	0.984
ADAMTS2	0	10.072	0	0	0	1.518	0	8.554
ADAMTS20	0.176	13.595	0.176	0	0	2.095	1.822	9.502
ADAMTS3	1.211	8.827	0	1.211	0	2.345	1.507	3.764
ADAMTS4	0	20.408	0	0	0	2.467	3.046	14.895
ADAMTS5	1.349	2.722	0	1.349	0	0	1.373	0
ADAMTS6	0	8.869	0	0	0	1.267	0.445	7.157
ADAMTS7	0.473	6.837	0	0	0.473	2.695	0.891	2.779
ADAMTS8	0	9.682	0	0	0	0	0	9.682
ADAMTS9	0.471	17.7	0	0	0.471	2.083	10.633	4.513
ADAMTSL1	0.951	6.086	0	0.951	0	2.854	0	2.281
ADAMTSL2	0.304	1.057	0	0.304	0	0	0	0.752
ADAMTSL3	0	18.746	0	0	0	13.811	0	4.935
ADAMTSL4	0.15	9.026	0	0	0.15	0.91	0	7.967
ADAMTSL5	0	21.528	0	0	0	1.578	0.988	18.962
ADAP1	1.883	5.178	0	0	1.883	0	0.751	2.543
ADAP2	1.253	9.846	0	0	1.253	0.768	0	7.825
ADAR	0.082	14.097	0	0.082	0	2.623	1.781	9.611
ADARB1	2.515	11.791	0	0	2.515	2.175	0	7.102
ADARB2	1.091	4.159	0	0	1.091	0	1.859	1.209
ADAT1	2.504	25.056	0	0	2.504	5.902	1.351	15.299
ADAT2	0.262	13.97	0	0	0.262	2.982	2.699	8.028
ADAT3	2.284	16.763	0	0	2.284	3.356	0	11.124
ADCK1	5.778	22.19	5.093	0.685	0	2.129	7.16	7.123
ADCK2	1.297	13.266	0.31	0.987	0	2.149	0	9.82
ADCK5	3.7	13.291	0	0	3.7	0.881	0	8.711
ADCY1	0	10.656	0	0	0	4.488	0	6.168
ADCY10	0	13.591	0	0	0	2.08	0	11.512
ADCY2	2.923	7.98	0	2.923	0	0	2.306	2.75
ADCY3	0	39.999	0	0	0	4.449	0	35.55
ADCY4	0.341	1.615	0	0	0.341	0	0	1.274
ADCY5	1.615	10.939	0	0	1.615	0	1.593	7.731
ADCY6	1.507	8.945	0	0	1.507	1.632	0.389	5.416
ADCY7	1.072	21.319	0	0	1.072	3.918	2.147	14.183
ADCY8	0	4.106	0	0	0	2.886	0.543	0.676
ADCY9	0.739	7.543	0	0	0.739	0.23	0	6.574
ADCYAP1	0	3.263	0	0	0	0	3.263	0
ADCYAP1R1	0	4.883	0	0	0	1.243	0	3.64
ADD1	1.291	15.715	0.329	0	0.963	4.188	1.254	8.981
ADD2	0	22.772	0	0	0	9.074	2.334	11.364
ADD3	0	23.178	0	0	0	4.643	0.4	18.134
ADGB	0	14.084	0	0	0	4.361	6.703	3.02
ADGRA1	0	1.074	0	0	0	0	0	1.074
ADGRA2	1.059	7.767	0	0	1.059	1.081	0.459	5.168
ADGRA3	0.407	11.568	0	0	0.407	2.788	2.022	6.35
ADGRB1	0	2.764	0	0	0	0	0	2.764
ADGRB2	0	6.015	0	0	0	0	0.487	5.528
ADGRB3	0.859	5.04	0	0.859	0	2.169	0.832	1.18
ADGRD1	0	4.96	0	0	0	0.624	1.063	3.272
ADGRE1	0.577	20.392	0	0	0.577	9.369	7.176	3.27
ADGRE5	0	2.858	0	0	0	0	0.407	2.452
ADGRF1	0	20.724	0	0	0	1.453	1.023	18.248
ADGRF2	0	5.206	0	0	0	1.652	0	3.554
ADGRF3	0.975	23.322	0	0	0.975	0	4.925	17.423
ADGRF4	1.254	10.192	0	1.254	0	5.443	0.738	2.756
ADGRF5	0.196	20.362	0	0	0.196	3.238	6.655	10.273
ADGRG1	0	19.893	0	0	0	0	0.523	19.37
ADGRG2	1.953	15.841	0	1.953	0	1.522	4.555	7.811
ADGRG3	0	3.574	0	0	0	0	0.419	3.155
ADGRG5	0.271	10.049	0	0.271	0	0.358	3.203	6.218
ADGRG6	0	8.177	0	0	0	2.802	2.493	2.883
ADGRG7	4.666	13.764	0.752	3.14	0.774	4.153	2.908	2.037
ADGRL1	0	3.426	0	0	0	0	1.186	2.24
ADGRL2	1.264	6.434	0	1.264	0	0	0.469	4.701
ADGRL3	0.262	2.347	0	0.262	0	0.86	0	1.224
ADGRL4	1.242	7.884	0	1.242	0	0	3.019	3.622
ADGRV1	0	18.419	0	0	0	4.915	7.772	5.732
ADH1C	0	8.078	0	0	0	2.431	1.35	4.297
ADH4	0.368	8.847	0	0.368	0	0.622	0.961	6.895
ADH5	1.712	25.422	1.712	0	0	6.559	13.279	3.872
ADH7	0	10.257	0	0	0	1.353	3.372	5.532
ADHFE1	0.257	8.515	0	0	0.257	0	0	8.258
ADI1	0.721	5.661	0	0	0.721	0.889	0	4.052
ADIPOQ	0.867	7.731	0	0	0.867	0.819	1.521	4.524
ADIPOR1	0.695	15.149	0	0	0.695	0	0.773	13.68
ADIPOR2	0.471	6.85	0	0	0.471	0	0.943	5.436
ADK	0.163	23.209	0	0	0.163	2.324	0	20.721
ADM	0	5.566	0	0	0	0	0.684	4.883
ADM2	0.79	6.108	0	0	0.79	0.218	0.962	4.138
ADNP	0	6.104	0	0	0	0.833	0.824	4.446
ADNP2	0.357	7.427	0	0.357	0	1.262	3.151	2.656
ADO	0	0	0	0	0	0	0	0
ADORA1	0	1.002	0	0	0	0	0	1.002
ADORA2A	0	2.239	0	0	0	0	0	2.239
ADORA2B	0.405	6.845	0	0	0.405	0	2.117	4.323
ADORA3	0.206	3.949	0.206	0	0	0.906	0	2.837
ADPGK	0	8.849	0	0	0	4.164	0	4.685
ADPRH	0.691	16.412	0.691	0	0	7.947	0	7.774
ADPRHL1	1.976	12.749	1.609	0	0.367	1.775	0.676	8.322
ADPRHL2	0	4.709	0	0	0	1.943	0	2.766
ADPRM	0.946	16.671	0	0	0.946	6.9	1.86	6.965
ADRA1A	2.435	4.991	0	2.435	0	0	0.994	1.563
ADRA1B	0	21.106	0	0	0	2.4	3.672	15.035
ADRA1D	0	3.485	0	0	0	1.587	0	1.898
ADRA2A	0	2.212	0	0	0	0.757	1.285	0.171
ADRA2B	0	5.341	0	0	0	0.391	1.174	3.775
ADRA2C	0	7.345	0	0	0	5.873	0	1.472
ADRB1	0	2.984	0	0	0	0.674	0	2.31
ADRB2	0.175	1.451	0	0	0.175	0	0	1.276
ADRB3	0	8.596	0	0	0	1.069	3.718	3.809
ADRM1	0	17.176	0	0	0	0.337	2.197	14.641
ADSL	1.964	23.448	0	0	1.964	1.126	0.381	19.977
ADSS	4.321	12.074	3.253	0	1.069	2.193	0	5.56
ADSSL1	0.194	1.77	0.194	0	0	0	0	1.576
ADTRP	0.353	7.724	0	0.108	0.245	3.853	2.073	1.445
AEBP1	2.278	12.246	1.266	0	1.012	2.115	0.982	6.871
AEBP2	1.149	56.085	0	0	1.149	9.57	1.274	44.092
AEN	0.373	11.573	0	0	0.373	3.201	1.178	6.821
AES	1.15	45.993	0	0	1.15	2.415	0	42.428
AFAP1	4.148	42.318	0	4.148	0	8.161	0	30.009
AFAP1L1	1.488	20.733	0	0.819	0.669	2.698	2.052	14.495
AFAP1L2	0	2.989	0	0	0	0.874	1.781	0.334
AFF1	0.98	11.135	0	0	0.98	1.399	0	8.756
AFF3	0	4.491	0	0	0	0.505	0	3.986
AFF4	1.835	16.43	0	0	1.835	1.337	0	13.257
AFG3L2	0.492	9.342	0	0	0.492	0	0	8.85
AFM	0	12.606	0	0	0	5.799	5.078	1.729
AFMID	0	14.848	0	0	0	0	0	14.848
AFP	0.672	8.739	0	0.336	0.336	0	0.695	7.373
AFTPH	0	10.898	0	0	0	3.647	1.302	5.949
AGA	1.166	11.361	0	1.166	0	6.166	0.285	3.744
AGAP1	0	29.321	0	0	0	5.552	11.77	11.999
AGAP2	0.752	10.977	0	0	0.752	4.773	0	5.451
AGAP3	0	20.07	0	0	0	4.323	4.541	11.206
AGBL1	0	22.652	0	0	0	6.344	2.296	14.012
AGBL2	2.412	14.795	0	0	2.412	2.434	0	9.948
AGBL3	3.39	10.876	1.287	2.103	0	2.592	2.169	2.725
AGBL4	1.305	18.636	0	0.979	0.326	2.284	14.594	0.452
AGBL5	2.839	15.788	0.742	0	2.098	0	4.246	8.702
AGER	0	1.033	0	0	0	0	0	1.033
AGFG1	0.172	8.517	0	0	0.172	0	1.911	6.434
AGFG2	0.969	19.56	0	0	0.969	0	0	18.591
AGGF1	0.602	7.152	0	0	0.602	2.263	0.464	3.823
AGK	0.672	8.472	0.672	0	0	3.683	3.205	0.913
AGL	1.832	27.054	0	0	1.832	8.673	0.54	16.009
AGMAT	1.165	7.461	0.691	0	0.474	0	0	6.296
AGMO	1.63	6.623	0.757	0.873	0	4.573	0.42	0
AGO1	0.605	8.155	0.605	0	0	0	2.371	5.179
AGO2	0	0	0	0	0	0	0	0
AGO3	0	12.099	0	0	0	0.783	1.147	10.169
AGO4	0.852	6.54	0	0.45	0.402	0.608	0.49	4.59
AGPAT1	0	8.458	0	0	0	0	1.461	6.996
AGPAT2	0	2.812	0	0	0	0	1.909	0.903
AGPAT3	0	8.081	0	0	0	0.933	1.774	5.374
AGPAT4	0	10.808	0	0	0	5.736	0	5.072
AGPAT5	0.645	8.936	0	0	0.645	0.633	0	7.658
AGPS	0.54	4.357	0.54	0	0	0	0.915	2.901
AGR2	0.535	9.522	0	0.535	0	1.937	0.859	6.191
AGR3	0	5.234	0	0	0	0	3.023	2.21
AGRN	1.305	9.432	0.786	0	0.52	8.126	0	0
AGRP	1.398	9.62	0	0	1.398	0	0	8.221
AGT	0	4.466	0	0	0	1.651	0	2.815
AGTPBP1	0.52	14.384	0.52	0	0	1.832	5.223	6.809
AGTR1	0	6.257	0	0	0	0	5.82	0.437
AGTR2	0	9.976	0	0	0	0	0	9.976
AGTRAP	2.043	13.365	0	0.357	1.685	0.919	0.399	10.004
AGXT	0	7.428	0	0	0	1.701	5.728	0
AGXT2	4.57	24.018	0	4.57	0	8.257	1.686	9.505
AHCTF1	0	21.581	0	0	0	10.456	0	11.124
AHCY	0.977	11.724	0	0.322	0.655	1.145	0	9.602
AHCYL1	0.256	10.224	0	0	0.256	5.224	0	4.744
AHCYL2	0.261	34.147	0	0	0.261	2.114	3.097	28.675
AHDC1	2.674	4.793	0	0	2.674	0	0	2.119
AHI1	1.226	12.685	0	0.528	0.698	3.72	5.393	2.346
AHNAK	0.679	9.027	0	0	0.679	1.245	0	7.103
AHR	0	11.044	0	0	0	4.053	4.645	2.346
AHRR	0	0.734	0	0	0	0	0	0.734
AHSA1	0.172	9.042	0	0	0.172	2.691	0.58	5.6
AHSG	0	2.919	0	0	0	0	0	2.919
AICDA	0.23	11.574	0	0	0.23	0	0.81	10.534
AIDA	0.142	3.067	0	0.142	0	0.882	0.167	1.877
AIF1	1.449	13.244	0	0	1.449	1.911	0	9.885
AIF1L	0.618	3.771	0	0	0.618	0.715	0	2.437
AIFM1	3.943	22.58	0	0.912	3.031	1.258	1.258	16.121
AIFM2	6.191	73.651	0	0	6.191	9.42	13.205	44.836
AIFM3	0	52.093	0	0	0	8.502	0	43.591
AIG1	1.158	15.706	0.596	0.562	0	10.616	3.486	0.447
AIM2	2.147	16.866	0.43	1.717	0	6.252	3.874	4.593
AIMP1	0.994	11.708	0	0.994	0	5.508	0	5.207
AIMP2	0	9.816	0	0	0	0	0	9.816
AIP	0.878	7.892	0	0	0.878	0.455	2.161	4.398
AIPL1	0	12.933	0	0	0	4.582	2.183	6.168
